filename,url,subdirectory
119-10003-10076.pdf,https://www.archives.gov/files/research/jfk/releases/2017/119-10003-10076.pdf,
119-10003-10112.pdf,https://www.archives.gov/files/research/jfk/releases/2017/119-10003-10112.pdf,
119-10003-10181.pdf,https://www.archives.gov/files/research/jfk/releases/2017/119-10003-10181.pdf,
119-10017-10228.pdf,https://www.archives.gov/files/research/jfk/releases/2017/119-10017-10228.pdf,
119-10017-10244.pdf,https://www.archives.gov/files/research/jfk/releases/2017/119-10017-10244.pdf,
119-10021-10413.pdf,https://www.archives.gov/files/research/jfk/releases/2017/119-10021-10413.pdf,
124-10003-10487.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10003-10487.pdf,
124-10004-10025.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10004-10025.pdf,
124-10020-10285.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10020-10285.pdf,
124-10023-10257.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10023-10257.pdf,
124-10029-10381.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10029-10381.pdf,
124-10037-10214.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10037-10214.pdf,
124-10053-10348.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10053-10348.pdf,
124-10058-10420.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10058-10420.pdf,
124-10060-10318.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10060-10318.pdf,
124-10062-10355.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10062-10355.pdf,
124-10062-10398.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10062-10398.pdf,
124-10062-10456.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10062-10456.pdf,
124-10062-10457.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10062-10457.pdf,
124-10066-10062.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10066-10062.pdf,
124-10066-10073.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10066-10073.pdf,
124-10067-10272.pdf,https://www.archives.gov/files/research/jfk/releases/2017/124-10067-10272.pdf,
